Product Name,Prices,Description,Reviews
"REDMI Note 11 SE (Thunder Purple, 64 GB)","₹11,499",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio G95 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
"REDMI 8A Dual (Midnight Grey, 32 GB)","₹7,549",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 439 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.3
"REDMI Note 10S (Shadow Black, 64 GB)","₹14,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"REDMI Note 10 Pro (Dark Nebula, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"REDMI 9 Power (Mighty Black, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4
"REDMI 9 Power (Blazing Blue, 64 GB)","₹11,499",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4
"Redmi K20 (Carbon Black, 128 GB)","₹24,999",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi Go (Black, 8 GB)","₹5,999",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera3000 mAh Li Polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"REDMI 9 Power (Fiery Red, 64 GB)","₹11,499",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
"REDMI Note 9 (Arctic White, 64 GB)","₹11,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.5
"REDMI Note 10 Pro (Glacial Blue, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"REDMI 9i (Nature Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"REDMI Note 9 (Pebble Grey, 128 GB)","₹13,099",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.3
"REDMI 9i Sport (Metallic Blue, 64 GB)","₹7,399",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Li-Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"REDMI Note 11 SE (Thunder Purple, 64 GB)","₹11,499",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio G95 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"REDMI 8A Dual (Midnight Grey, 32 GB)","₹7,549",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 439 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.3
"REDMI Note 10S (Shadow Black, 64 GB)","₹14,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
"REDMI 9 Power (Mighty Black, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
"REDMI Note 9 (Pebble Grey, 128 GB)","₹13,099",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.3
"Redmi K20 (Carbon Black, 128 GB)","₹24,999",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi 7A (Matte Black, 16 GB)","₹6,499",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP Rear Camera | 5MP Front Camera4000 mAh Li-Polymer BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 2 Years Available for Mobile and 6 Months for Accessories,4.3
"REDMI Note 10 Pro (Glacial Blue, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
"REDMI 9 Power (Blazing Blue, 64 GB)","₹11,499",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.1
"REDMI 9i (Nature Green, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI Note 9 (Arctic White, 64 GB)","₹11,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.2
"REDMI 9 Power (Fiery Red, 64 GB)","₹11,499",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2
"REDMI A1+ (Light Blue, 32 GB)","₹7,299",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4
"REDMI 9 Prime (Sunrise Flare, 64 GB)","₹10,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty,4.2
"REDMI 9 Prime (Space Blue, 64 GB)","₹10,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty,4
"REDMI 9i (Sea Blue, 128 GB)","₹9,299",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI Note 10T 5G (Metallic Blue, 128 GB)","₹13,890","6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display48MP Primary Camera + 2MP Macro Lens + 2MP Depth Sensor | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 700 ProcessorMax GPU Frequency: 950 MHz, Supports GAME Turbo 3.0, UFS2.2 Storage, Reading Mode 3.0, 360 Degree Ambient Light Sensors, Supports 18W Fast Charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4.2
"REDMI 9 Prime (Mint Green, 64 GB)","₹9,800",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty,4.2
"Redmi Note 6 Pro (Black, 64 GB)","₹17,999",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.2
"Redmi 6 (Gold, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"REDMI 9 Prime (Mint Green, 128 GB)","₹10,999",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty,4.3
"REDMI Note 9 (Arctic White, 128 GB)","₹16,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.3
"REDMI 9 Power (Blazing Blue, 128 GB)","₹15,999",4 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","₹18,888",8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.3
"REDMI Note 10S (Shadow Black, 128 GB)","₹16,499",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"REDMI Note 10 Pro Max (Glacial Blue, 128 GB)","₹19,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"REDMI Note 9 Pro Max (Interstellar Black, 64 GB)","₹18,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 5MP + 2MP | 32MP Front Camera5020 mAh Lithium Polymer BatteryQualcomm Snapdragon 720G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.2
"REDMI 8A Dual (Sea Blue, 32 GB)","₹8,499",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 439 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.1
"REDMI Note 10 Pro (Vintage Bronze, 128 GB)","₹19,099",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.2
"REDMI 9 (CarbonBlack, 128 GB)","₹10,390",4 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Display13MP Rear Camera5000 mAh Battery1 Year Manufacturer  Warranty,4.3
"REDMI 11 Prime 5G (Thunder Black, 64 GB)","₹13,999",4 GB RAM | 64 GB ROM16.71 cm (6.58 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.2
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)","₹24,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 Months,3
"Redmi Note 7S (Ruby Red, 64 GB)","₹13,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI Note 8 Pro (Gamma Green, 64 GB)","₹16,999","6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP Front Camera4500 mAh Li-polymer BatteryMediaTek Helio G90T Processor1 Year Warranty on Phone, 6 Months Warranty on Accessories",3.5
"REDMI 9 Power (Electric Green, 128 GB)","₹15,999",4 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm Snapdragon 662 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,3.7
"REDMI A1+ (Light Green, 32 GB)","₹7,299",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2
"REDMI Note 10 Pro (Vintage Bronze, 128 GB)","₹19,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display64MP Rear Camera5020 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,3.6
"REDMI 9i (Midnight Black, 128 GB)","₹9,299",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1.8
"REDMI 12C (Mint Green, 64 GB)","₹10,990",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.3
"REDMI 12c (Lavender Purple, 64 GB)","₹10,990",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.4
"REDMI 12C (Royal Blue, 64 GB)","₹10,990",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.2
"REDMI 11 Prime (Peppy Purple, 128 GB)","₹15,990",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.4
"REDMI Note 11T 5G (Stardust White, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.1
"REDMI 12C (Lavender Purple, 6 GB)","₹15,990",128 GB RAM | 6 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories,4.2
"Redmi 6 (Black, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"Redmi Y2 (Gold, 32 GB)","₹10,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI Note 10S (Cosmic Purple, 128 GB)","₹18,499",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4
"REDMI Note 9 (Scarlet Red, 128 GB)","₹12,990",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5020 mAh BatteryMediaTek Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.1
"REDMI Note 9 (Scarlet Red, 128 GB)","₹13,499",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP Rear Camera5020 mAh BatteryMediaTek Helio G85 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2
"REDMI Note 9 Pro Max (Champagne Gold, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 5MP + 2MP | 32MP Front Camera5020 mAh Lithium Polymer BatteryQualcomm Snapdragon 720G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.2
"REDMI Note 9 Pro Max (Champagne Gold, 64 GB)","₹18,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 5MP + 2MP | 32MP Front Camera5020 mAh Lithium Polymer BatteryQualcomm Snapdragon 720G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.2
"REDMI Note 10 Pro (Dark Night, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"REDMI Note 9 Pro Max (Aurora Blue, 64 GB)","₹16,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 5MP + 2MP | 32MP Front Camera5020 mAh Lithium Polymer BatteryQualcomm Snapdragon 720G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.2
"REDMI 10 Prime 2022 (Phantom Black, 128 GB)","₹16,997",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display8MP Rear Camera6000 mAh Battery1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
"REDMI Note 10 Pro (Glacial Blue, 128 GB)","₹19,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display64MP Rear Camera5020 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4
"REDMI Note 9 Pro Max (Aurora Blue, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 5MP + 2MP | 32MP Front Camera5020 mAh Lithium Polymer BatteryQualcomm Snapdragon 720G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4
"REDMI Note 10T 5G (Graphite Black, 64 GB)","₹14,999","4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Full HD+ Display48MP Primary Camera + 2MP Macro Lens + 2MP Depth Sensor | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 700 ProcessorMax GPU Frequency: 950 MHz, Supports GAME Turbo 3.0, UFS2.2 Storage, Reading Mode 3.0, 360 Degree Ambient Light Sensors, Supports 18W Fast Charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",3.6
"Redmi Y2 (Blue, 32 GB)","₹10,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"Redmi 8A (Midnight Black, 32 GB)","₹7,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display12MP Rear Camera | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"REDMI 11 Prime (FlashyBlack, 128 GB)","₹15,990",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,4.1
"REDMI 10 Prime 2022 (Astral White, 128 GB)","₹11,799",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display8MP Rear Camera6000 mAh Battery1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
"REDMI 9 Prime (Space Blue, 128 GB)","₹11,650",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display13MP + 8MP + 5MP + 2MP | 8MP Front Camera5020 mAh BatteryMediaTek Helio G80 Processor1 Year Manufacturer Warranty,4.2
"REDMI 10 Prime 2022 (Bifrost Blue, 128 GB)","₹12,015",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh Battery12 Months,4.3
"REDMI Note 8 Pro (Shadow Black, 128 GB)","₹15,999","6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP Front Camera4500 mAh Li-polymer BatteryMediaTek Helio G90T Processor1 Year Warranty on Phone, 6 Months Warranty on Accessories",4.1
"REDMI 10 (Caribbean Green, 128 GB)","₹11,899",8 GB RAM | 128 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty For Phone and 6 Months Warranty for in-box Accessories,3.6
"REDMI Note 10 Pro (Dark Night, 64 GB)","₹15,890",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,3.6
"Redmi K20 (Flame Red, 128 GB)","₹24,999",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.6
"Redmi K20 (Pearl White, 128 GB)","₹24,999",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"Redmi K20 (Glacier Blue, 64 GB)","₹22,999",6 GB RAM | 64 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 730 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
